RK,TEAM,Q1A,Q1,Q2,Q1&2,Q3,Q4
82,Utah St. 11,0-1,2-5,2-1,4-6,7-2,8-0
83,Boise St.,1-3,2-4,2-3,4-7,4-0,9-1
84,Memphis,0-2,0-4,4-3,4-7,6-1,6-0
85,Saint Mary's,0-5,0-6,4-2,4-8,6-1,4-0
86,North Carolina St.,1-4,1-7,3-2,4-9,3-1,6-0
87,Utah,1-5,2-6,2-4,4-10,4-2,4-1
88,La Salle,0-3,1-5,3-5,4-10,1-4,3-2
89,Notre Dame,0-7,3-11,1-3,4-14,3-1,4-0
90,UAB,0-0,2-0,1-3,3-3,6-4,11-0
91,Chattanooga,0-0,0-0,3-3,3-3,4-5,9-0
92,Ohio 13,0-1,0-2,3-2,3-4,4-3,8-0
93,Toledo,0-1,0-2,3-2,3-4,7-3,11-1
94,East Tennessee St.,0-1,0-2,3-3,3-5,4-6,4-1
95,Army,1-3,1-4,2-1,3-5,3-2,5-2
96,UC Irvine,0-2,0-2,3-3,3-5,3-3,10-1
97,North Texas 13,0-3,0-3,3-2,3-5,6-4,7-0
98,VMI,0-0,0-2,3-4,3-6,2-5,5-1
99,Colorado St.,2-2,2-4,1-2,3-6,4-0,10-0
100,Cal St. Bakersfield,0-0,0-3,3-3,3-6,2-1,8-4
RK,TEAM,Q1-A,Q1,Q2,Q1&2,Q3,Q4
101,Loyola Marymount,0-1,0-3,3-5,3-8,6-1,4-0
102,Pepperdine,0-5,1-7,2-1,3-8,3-3,4-1
103,UCF,1-3,1-6,2-4,3-10,5-2,3-0
104,Rhode Island,1-1,2-3,1-8,3-11,4-3,3-1
105,TCU,1-7,2-10,1-1,3-11,4-2,5-1
106,DePaul,0-2,1-6,2-5,3-11,0-3,2-0
107,California,1-3,1-6,2-8,3-14,1-6,4-0
108,Vanderbilt,0-6,0-10,3-5,3-15,2-1,4-0
109,Winthrop 12,0-0,0-0,2-0,2-0,2-0,19-1
110,Colgate 14,0-0,0-0,2-0,2-0,6-1,6-0
111,Loyola MD,0-1,0-1,2-2,2-3,0-5,4-3
112,Santa Clara,0-2,1-2,1-2,2-4,3-3,6-1
113,UC Santa Barbara 12,0-0,0-0,2-4,2-4,8-0,10-0
114,Louisiana Tech,0-1,1-2,1-2,2-4,5-3,13-0
115,Akron,0-0,0-2,2-3,2-5,6-1,5-2
116,Old Dominion,0-2,0-2,2-3,2-5,5-2,7-1
117,Duquesne,0-1,0-4,2-2,2-6,3-1,4-2
118,Mercer,1-0,1-1,1-5,2-6,6-5,7-0
119,Texas A&M,0-3,0-5,2-1,2-6,2-4,4-0
120,George Mason,1-1,1-1,1-7,2-8,2-0,8-1
121,San Francisco,1-4,1-5,1-4,2-9,2-4,7-1
122,Bradley,0-2,0-4,2-5,2-9,2-3,6-4
123,Washington St.,1-3,1-6,1-4,2-10,5-2,7-1
124,South Carolina,1-5,1-7,1-7,2-14,3-1,1-0
125,Washington,1-4,1-7,1-9,2-16,1-4,2-1
126,Nebraska,0-9,1-13,1-6,2-19,1-1,3-0
127,Navy,0-1,1-1,0-0,1-1,8-2,6-0
128,Albany,0-0,0-0,1-1,1-1,1-5,5-3
129,Youngstown St.,0-0,1-1,0-0,1-1,1-3,9-8
130,South Alabama,0-0,0-1,1-0,1-1,4-6,8-4
131,NJIT,0-0,0-0,1-1,1-1,3-6,3-5
132,Georgia St.,1-0,1-0,0-1,1-1,7-3,6-2
133,Bryant,0-1,0-1,1-0,1-1,3-4,10-1
134,Norfolk St. 16,0-0,0-0,1-1,1-1,4-1,9-5
135,Idaho St.,0-0,0-0,1-2,1-2,0-2,7-7
136,Liberty 13,0-1,0-2,1-0,1-2,2-1,16-2
137,UNC Asheville,0-0,1-1,0-1,1-2,1-2,8-6
138,South Dakota St.,0-1,1-1,0-1,1-2,5-4,9-1
139,Cal Baptist,0-1,0-1,1-1,1-2,1-3,7-5
140,Milwaukee,0-0,1-2,0-0,1-2,1-3,8-7
141,Hofstra,0-2,1-2,0-0,1-2,5-8,7-0
142,Cal St. Northridge,0-0,0-0,1-2,1-2,1-5,6-6
143,St. Francis PA,0-1,0-1,1-1,1-2,1-10,4-4
144,Hartford 16,0-2,0-2,1-0,1-2,3-5,11-1
145,Mount St. Mary's 16,0-2,0-2,1-1,1-3,3-3,8-4
146,Southern Utah,0-0,0-0,1-3,1-3,2-0,12-1
147,UC Riverside,0-1,0-1,1-2,1-3,4-3,9-2
148,Charlotte,0-0,1-0,0-3,1-3,3-8,5-4
149,Northern Kentucky,0-0,0-0,1-3,1-3,2-3,11-5
150,Hawaii,0-0,0-0,1-3,1-3,2-5,6-2
RK,TEAM,Q1-A,Q1,Q2,Q1&2,Q3,Q4
151,William & Mary,0-1,0-1,1-2,1-3,0-5,6-2
152,Cleveland St. 15,0-1,1-3,0-1,1-4,0-0,18-3
153,Samford,0-0,0-1,1-3,1-4,1-7,2-2
154,Buffalo,0-1,0-1,1-3,1-4,6-4,8-0
155,SIU Edwardsville,0-0,0-2,1-2,1-4,0-6,7-7
156,Central Michigan,0-0,0-1,1-3,1-4,0-5,4-6
157,Massachusetts,0-0,0-3,1-1,1-4,3-3,4-0
158,Holy Cross,0-4,0-4,1-1,1-5,3-2,1-4
159,South Dakota,0-1,0-2,1-3,1-5,2-2,10-4
160,Utah Valley,0-1,0-2,1-3,1-5,1-3,7-3
161,East Carolina,1-0,1-2,0-3,1-5,2-5,4-1
162,Morehead St. 14,0-1,0-3,1-2,1-5,6-1,14-1
163,Sam Houston St.,0-3,0-6,1-0,1-6,1-2,13-1
164,Boston University,0-5,0-5,1-1,1-6,4-3,2-2
165,Furman,0-1,0-2,1-4,1-6,7-3,5-0
166,Kent St.,0-1,0-2,1-4,1-6,5-2,8-0
167,Western Carolina,0-1,0-2,1-4,1-6,4-7,4-3
168,UTSA,0-1,0-1,1-5,1-6,2-4,8-1
169,Oakland,0-3,0-5,1-2,1-7,3-5,8-6
170,UTEP,0-1,0-5,1-2,1-7,1-3,7-2
171,Valparaiso,0-3,0-4,1-3,1-7,3-8,4-3
172,Portland,0-3,0-4,1-3,1-7,0-5,2-3
173,Central Arkansas,0-2,0-6,1-1,1-7,0-5,3-7
174,Ball St.,0-1,0-2,1-5,1-7,2-6,7-0
175,Southern Illinois,0-3,0-5,1-3,1-8,2-2,8-4
176,Indiana St.,1-3,1-4,0-4,1-8,3-2,10-0
177,Wyoming,0-4,0-4,1-4,1-8,4-1,9-2
178,South Florida,0-2,0-5,1-4,1-9,5-2,2-2
179,Rice,0-0,0-1,1-8,1-9,2-3,9-1
180,Tulane,0-3,0-5,1-4,1-9,3-3,6-1
181,Fresno St.,0-0,1-5,0-5,1-10,1-1,8-1
182,Air Force,0-0,0-7,1-3,1-10,0-3,4-7
183,Saint Joseph's,0-4,1-5,0-7,1-12,1-3,3-0
184,UNLV,0-1,0-8,1-4,1-12,1-1,8-2
185,Arizona St.,0-3,0-8,1-5,1-13,6-1,4-0
186,Kansas St.,0-11,0-15,1-1,1-16,3-2,5-1
187,Morgan St.,0-0,0-0,0-0,0-0,4-3,8-4
188,Quinnipiac,0-0,0-0,0-0,0-0,1-7,8-6
189,St. Francis NY,0-0,0-0,0-0,0-0,6-3,3-7
190,Wright St.,0-0,0-0,0-0,0-0,5-3,13-3
191,Manhattan,0-0,0-0,0-0,0-0,1-5,6-8
192,Lafayette,0-0,0-0,0-0,0-0,5-2,4-4
193,Houston Baptist,0-0,0-0,0-0,0-0,0-0,0-0
194,Canisius,0-0,0-0,0-0,0-0,1-3,6-3
195,Monmouth,0-0,0-0,0-0,0-0,1-6,11-2
196,Marist,0-0,0-0,0-0,0-0,3-5,9-4
197,Denver,0-0,0-0,0-0,0-0,0-9,1-10
198,Siena,0-0,0-0,0-0,0-0,2-3,10-2
199,Binghamton,0-0,0-0,0-0,0-0,1-7,3-7
200,Delaware,0-0,0-0,0-0,0-0,2-5,4-3
RK,TEAM,Q1-A,Q1,Q2,Q1&2,Q3,Q4
201,Alabama St.,0-0,0-0,0-0,0-0,0-2,4-12
202,Dixie St.,0-0,0-0,0-0,0-0,0-0,0-0
203,New Hampshire,0-0,0-0,0-0,0-0,3-3,6-6
204,Florida Gulf Coast,0-0,0-0,0-0,0-0,1-1,7-7
205,Alabama A&M,0-0,0-0,0-0,0-0,0-2,6-7
206,Hampton,0-0,0-0,0-0,0-0,0-5,11-9
207,Vermont,0-0,0-0,0-0,0-0,2-2,8-3
208,Elon,0-0,0-0,0-0,0-0,4-9,5-0
209,Fort Wayne,0-0,0-0,0-0,0-0,3-8,5-7
210,Howard,0-0,0-0,0-1,0-1,0-1,1-1
211,Merrimack,0-0,0-0,0-1,0-1,1-6,8-2
212,McNeese St.,0-0,0-0,0-1,0-1,0-3,4-10
213,Seattle,0-0,0-1,0-0,0-1,1-4,7-6
214,New Orleans,0-1,0-1,0-0,0-1,0-6,9-8
215,Drexel 16,0-0,0-0,0-1,0-1,5-4,7-2
216,Grand Canyon 15,0-1,0-1,0-0,0-1,2-2,12-3
217,Louisiana Lafayette,0-1,0-1,0-0,0-1,5-3,10-5
218,Niagara,0-1,0-1,0-0,0-1,3-5,6-5
219,Belmont,0-0,0-0,0-1,0-1,8-2,17-1
220,Jacksonville,0-0,0-0,0-1,0-1,0-6,9-6
221,Delaware St.,0-1,0-1,0-0,0-1,0-7,1-8
222,UT Rio Grande Valley,0-1,0-1,0-0,0-1,0-6,5-3
223,Iona 15,0-0,0-1,0-0,0-1,2-0,10-4
224,Fairfield,0-0,0-0,0-1,0-1,5-10,5-6
225,Lehigh,0-0,0-0,0-1,0-1,3-7,1-3
226,UNC Wilmington,0-0,0-1,0-0,0-1,3-3,3-6
227,James Madison,0-1,0-1,0-0,0-1,5-3,5-3
228,UMBC,0-0,0-1,0-0,0-1,7-1,7-4
229,Louisiana Monroe,0-0,0-0,0-1,0-1,2-7,5-11
230,LIU Brooklyn,0-0,0-0,0-2,0-2,2-3,7-4
231,North Carolina Central,0-2,0-2,0-0,0-2,0-2,4-5
232,Tarleton St.,0-0,0-1,0-1,0-2,1-4,4-4
233,Bucknell,0-1,0-1,0-1,0-2,1-3,4-2
234,Lipscomb,0-1,0-1,0-1,0-2,3-3,8-7
235,New Mexico St.,0-0,0-0,0-2,0-2,0-1,9-5
236,Saint Peter's,0-1,0-2,0-0,0-2,3-4,11-5
237,Cal St. Fullerton,0-0,0-2,0-0,0-2,2-2,3-6
238,Murray St.,0-0,0-0,0-2,0-2,1-6,10-5
239,Abilene Christian 14,0-2,0-2,0-0,0-2,4-1,15-1
240,Coastal Carolina,0-0,0-0,0-2,0-2,1-3,11-2
241,IUPUI,0-0,0-0,0-2,0-2,2-5,6-3
242,FIU,0-0,0-0,0-2,0-2,2-8,3-7
243,Presbyterian,0-0,0-0,0-2,0-2,0-5,6-8
244,Austin Peay,0-0,0-0,0-2,0-2,2-6,10-5
245,Stetson,0-1,0-1,0-1,0-2,2-5,7-6
246,Bellarmine,0-0,0-1,0-1,0-2,0-2,11-3
247,Fairleigh Dickinson,0-1,0-1,0-1,0-2,5-6,4-7
248,UMass Lowell,0-1,0-1,0-1,0-2,6-6,5-4
249,Georgia Southern,0-0,0-1,0-1,0-2,2-6,7-5
250,Texas St.,0-1,0-1,0-1,0-2,3-1,14-3
RK,TEAM,Q1-A,Q1,Q2,Q1&2,Q3,Q4
251,Sacred Heart,0-1,0-1,0-1,0-2,4-4,5-3
252,Prairie View A&M,0-0,0-1,0-1,0-2,1-1,15-2
253,Maine,0-0,0-0,0-2,0-2,0-3,2-2
254,Portland St.,0-0,0-0,0-2,0-2,1-5,5-5
255,Tennessee St.,0-0,0-0,0-2,0-2,0-8,3-9
256,Rider,0-1,0-2,0-0,0-2,2-7,4-8
257,College of Charleston,0-1,0-1,0-2,0-3,3-5,4-2
258,Appalachian St. 16,0-1,0-2,0-1,0-3,7-2,6-6
259,UC Davis,0-0,0-0,0-3,0-3,1-2,8-3
260,Towson,0-1,0-1,0-2,0-3,1-9,3-2
261,Stephen F. Austin,0-1,0-2,0-1,0-3,1-0,12-2
262,Jackson St.,0-0,0-1,0-2,0-3,0-2,12-1
263,Tennessee Martin,0-0,0-1,0-2,0-3,0-7,7-6
264,Western Illinois,0-1,0-1,0-2,0-3,0-5,6-7
265,Nicholls St.,0-1,0-2,0-1,0-3,0-3,17-1
266,Wagner,0-0,0-1,0-2,0-3,5-1,8-3
267,American,0-0,0-0,0-3,0-3,3-3,1-0
268,Arkansas St.,0-0,0-1,0-2,0-3,1-4,7-6
269,Central Connecticut,0-1,0-1,0-2,0-3,2-6,3-7
270,North Carolina A&T,0-2,0-2,0-1,0-3,0-4,9-3
271,Incarnate Word,0-1,0-2,0-1,0-3,0-3,5-8
272,Long Beach St.,0-0,0-0,0-3,0-3,1-7,5-2
273,Northern Colorado,0-2,0-2,0-1,0-3,2-3,6-5
274,Weber St.,0-1,0-2,0-1,0-3,2-1,12-2
275,Southern,0-2,0-2,0-1,0-3,0-2,8-6
276,Little Rock,0-0,0-0,0-3,0-3,2-5,8-7
277,Illinois Chicago,0-1,0-1,0-2,0-3,0-3,9-7
278,Charleston Southern,0-0,0-1,0-2,0-3,0-7,2-8
279,Robert Morris,0-0,0-2,0-1,0-3,0-4,3-8
280,Eastern Kentucky,0-0,0-1,0-2,0-3,4-1,16-3
281,Grambling St.,0-1,0-2,0-1,0-3,1-2,10-7
282,South Carolina St.,0-0,0-2,0-1,0-3,0-4,1-10
283,Florida Atlantic,0-0,0-0,0-3,0-3,1-5,8-2
284,Southeast Missouri St.,0-0,0-0,0-3,0-3,1-6,10-7
285,George Washington,0-1,0-1,0-3,0-4,2-5,3-3
286,UT Arlington,0-1,0-2,0-2,0-4,0-5,10-4
287,North Dakota St.,0-2,0-2,0-2,0-4,5-6,10-2
288,Jacksonville St.,0-1,0-1,0-3,0-4,4-4,12-1
289,North Florida,0-1,0-2,0-2,0-4,0-3,7-7
290,Radford,0-0,0-1,0-3,0-4,3-4,10-4
291,High Point,0-0,0-2,0-2,0-4,2-5,7-6
292,North Alabama,0-0,0-1,0-3,0-4,0-0,9-7
293,Texas A&M Corpus Chris,0-1,0-3,0-1,0-4,0-5,2-10
294,Florida A&M,0-3,0-3,0-1,0-4,0-2,8-6
295,Coppin St.,0-0,0-3,0-1,0-4,3-5,6-4
296,Detroit,0-0,0-1,0-3,0-4,1-3,11-3
297,Campbell,0-0,0-4,0-0,0-4,2-2,13-4
298,Longwood,0-0,0-4,0-0,0-4,1-4,11-7
299,Southeastern Louisiana,0-1,0-2,0-2,0-4,0-3,8-11
300,Montana St.,0-0,0-0,0-4,0-4,2-3,9-3
RK,TEAM,Q1-A,Q1,Q2,Q1&2,Q3,Q4
301,Eastern Illinois,0-1,0-1,0-3,0-4,1-6,8-8
302,Eastern Washington 14,0-1,0-3,0-1,0-4,4-1,11-2
303,Stony Brook,0-0,0-1,0-3,0-4,1-5,7-5
304,North Dakota,0-0,0-1,0-3,0-4,2-7,7-6
305,Green Bay,0-1,0-3,0-2,0-5,0-4,8-8
306,Cal Poly,0-0,0-2,0-3,0-5,0-9,3-6
307,Lamar,0-1,0-2,0-3,0-5,2-5,8-8
308,Sacramento St.,0-0,0-1,0-4,0-5,1-3,5-4
309,Alcorn St.,0-2,0-2,0-3,0-5,0-2,6-6
310,USC Upstate,0-1,0-2,0-3,0-5,0-5,5-7
311,Southern Miss,0-0,0-0,0-5,0-5,1-8,5-4
312,Illinois St.,0-3,0-5,0-0,0-5,3-9,3-4
313,Idaho,0-0,0-0,0-5,0-5,0-4,1-12
314,Texas Southern 16,0-2,0-4,0-1,0-5,1-1,14-2
315,Missouri St.,0-2,0-3,0-2,0-5,7-2,8-0
316,Oral Roberts 15,0-3,0-5,0-0,0-5,4-3,9-2
317,Nebraska Omaha,0-3,0-4,0-1,0-5,0-9,5-6
318,Chicago St.,0-2,0-3,0-2,0-5,0-0,0-4
319,UC San Diego,0-0,0-2,0-3,0-5,1-4,3-1
320,Troy,0-1,0-2,0-3,0-5,1-7,7-5
321,UMKC,0-0,0-2,0-3,0-5,1-3,6-5
322,Tennessee Tech,0-1,0-3,0-3,0-6,0-10,5-6
323,Northern Illinois,0-1,0-2,0-4,0-6,1-4,2-6
324,Gardner Webb,0-1,0-3,0-3,0-6,3-1,8-8
325,San Diego,0-2,0-3,0-3,0-6,1-5,2-0
326,Northeastern,0-3,0-3,0-3,0-6,6-2,4-1
327,Arkansas Pine Bluff,0-2,0-4,0-2,0-6,0-4,4-11
328,Montana,0-1,0-2,0-4,0-6,3-3,7-4
329,Northern Arizona,0-1,0-3,0-3,0-6,1-6,5-4
330,Evansville,0-2,0-5,0-1,0-6,2-7,7-3
331,Kennesaw St.,0-1,0-1,0-5,0-6,0-1,2-12
332,Mississippi Valley St.,0-1,0-3,0-4,0-7,0-3,2-12
333,Miami OH,0-0,0-2,0-5,0-7,2-4,9-0
334,Eastern Michigan,0-0,0-2,0-5,0-7,1-2,2-3
335,Temple,0-2,0-4,0-3,0-7,4-1,1-3
336,New Mexico,0-0,0-5,0-2,0-7,1-7,3-2
337,Middle Tennessee,0-0,0-0,0-7,0-7,0-7,4-4
338,The Citadel,0-0,0-1,0-6,0-7,4-5,5-0
339,Western Michigan,0-0,0-2,0-5,0-7,1-4,3-5
340,Northwestern St.,0-3,0-3,0-4,0-7,0-5,10-6
341,Fordham,0-0,0-2,0-5,0-7,1-3,1-2
342,Pacific,0-3,0-5,0-3,0-8,4-1,4-0
343,Northern Iowa,0-2,0-5,0-3,0-8,3-5,5-2
344,San Jose St.,0-4,0-7,0-2,0-9,0-3,3-4
345,Boston College,0-4,0-8,0-6,0-14,3-1,1-1
346,Wake Forest,0-4,0-7,0-9,0-16,3-0,2-0
347,Iowa St.,0-10,0-15,0-2,0-17,0-4,2-1
