RK,TEAM,Q1A,Q1,Q2,Q1&2,Q3,Q4
48,Mississippi St. 11,2-6,4-8,4-3,8-11,5-1,8-0
49,Arkansas 8,2-8,4-10,4-2,8-12,10-1,2-0
50,Michigan,1-6,2-12,6-2,8-14,5-0,4-1
RK,TEAM,Q1-A,Q1,Q2,Q1&2,Q3,Q4
51,Clemson F4O,0-1,4-4,3-2,7-6,7-2,9-2
52,Nevada F4O,1-4,4-5,3-3,7-8,11-2,3-0
53,Temple,1-2,3-4,4-4,7-8,3-6,6-2
54,Pittsburgh 11,0-3,4-4,3-5,7-9,5-1,10-1
55,Providence 11,2-6,4-8,3-2,7-10,3-1,11-0
56,Colorado,2-4,3-7,4-4,7-11,6-3,4-2
57,North Carolina N4O,0-5,1-9,6-4,7-13,7-0,6-0
58,Nebraska,3-8,3-10,4-5,7-15,2-0,7-1
59,Florida Atlantic 8,1-0,2-1,4-2,6-3,11-0,12-0
60,Tulane,1-3,2-5,4-0,6-5,5-5,9-1
61,New Mexico,2-5,3-5,3-2,6-7,10-3,5-1
62,San Jose St.,0-6,3-8,3-2,6-10,7-3,6-0
63,Virginia Tech,0-3,4-6,2-5,6-11,5-2,8-1
64,Seton Hall,3-6,4-9,2-4,6-13,3-1,7-1
65,Washington St.,1-6,1-11,5-3,6-14,4-1,7-1
66,VCU 12,0-1,0-1,5-3,5-4,12-1,10-2
67,UNLV,1-4,2-7,3-1,5-8,8-5,5-0
68,Loyola Marymount,2-3,2-3,3-5,5-8,4-4,9-0
69,UCF,0-4,2-6,3-4,5-10,4-4,9-0
70,Wake Forest,0-3,1-9,4-2,5-11,5-2,9-1
71,Washington,1-5,2-8,3-6,5-14,4-1,7-1
72,Villanova,1-8,2-11,3-3,5-14,6-2,6-0
73,Utah,1-3,2-9,3-5,5-14,3-1,9-0
74,Butler,0-7,2-12,3-4,5-16,2-1,7-1
75,Texas Tech,2-10,5-13,0-3,5-16,2-0,9-0
76,Hofstra,0-2,1-2,3-1,4-3,5-4,14-2
77,Drake 12,0-0,1-1,3-3,4-4,10-3,12-0
78,Utah Valley,0-2,1-2,3-2,4-4,9-3,9-1
79,North Texas,0-3,1-3,3-2,4-5,11-1,9-1
80,Santa Clara,0-5,1-5,3-1,4-6,11-2,7-1
81,Middle Tennessee,1-3,1-4,3-2,4-6,6-5,7-3
82,Bradley,0-2,0-5,4-2,4-7,6-2,14-0
83,San Francisco,0-6,0-6,4-3,4-9,6-3,9-2
84,Georgia,0-6,1-7,3-4,4-11,3-5,9-0
85,Boston College,0-3,1-7,3-4,4-11,6-3,6-3
86,Stanford,1-6,1-11,3-5,4-16,2-2,8-1
87,UC Santa Barbara 14,0-0,0-0,3-1,3-1,9-5,13-1
88,Grand Canyon 14,0-1,1-2,2-1,3-3,8-7,10-1
89,Toledo,0-0,0-1,3-2,3-3,8-3,15-1
90,Southern Miss,0-0,1-0,2-4,3-4,5-3,14-0
91,Cal St. Fullerton,0-1,0-2,3-2,3-4,7-6,8-3
92,Southern Utah,0-1,0-5,3-0,3-5,7-7,8-0
93,Texas St.,0-0,0-1,3-5,3-6,2-8,9-4
94,UC Riverside,0-1,0-3,3-3,3-6,7-4,11-2
95,Southern Illinois,0-0,1-2,2-4,3-6,6-2,13-2
96,UAB,1-4,2-4,1-3,3-7,9-1,12-1
97,Missouri St.,0-2,1-3,2-4,3-7,4-5,9-3
98,Saint Louis,0-1,1-5,2-4,3-9,9-2,8-1
99,East Carolina,0-3,0-5,3-4,3-9,2-7,11-1
100,Cincinnati,0-5,1-7,2-3,3-10,6-2,11-0
RK,TEAM,Q1-A,Q1,Q2,Q1&2,Q3,Q4
101,Fresno St.,0-5,0-7,3-5,3-12,3-7,4-1
102,Colorado St.,1-5,1-12,2-1,3-13,5-4,6-1
103,South Carolina,1-3,1-9,2-4,3-13,2-8,6-0
104,Florida,1-10,2-13,1-2,3-15,9-1,4-0
105,Minnesota,0-5,1-9,2-10,3-19,1-2,5-1
106,DePaul,0-7,1-13,2-6,3-19,2-3,5-1
107,College of Charleston 12,0-0,0-1,2-0,2-1,12-2,16-0
108,Siena,0-0,0-1,2-0,2-1,1-4,14-10
109,Marshall,0-0,0-0,2-2,2-2,8-5,13-1
110,Montana St. 15,0-1,0-2,2-1,2-3,6-5,15-1
111,Princeton,0-0,0-1,2-2,2-3,8-3,9-2
112,Fordham,0-1,0-2,2-1,2-3,6-4,17-1
113,Kennesaw St. 14,0-2,0-4,2-0,2-4,8-2,13-2
114,Massachusetts,0-0,0-2,2-2,2-4,6-10,7-2
115,Sam Houston St.,0-1,1-3,1-1,2-4,10-2,9-1
116,James Madison,0-1,0-2,2-2,2-4,8-3,9-4
117,Kent St. 13,0-2,0-3,2-1,2-4,11-1,13-1
118,UC Irvine,0-1,1-1,1-3,2-4,8-6,11-1
119,Grambling St.,0-0,0-2,2-2,2-4,0-0,20-5
120,Cornell,0-1,0-2,2-3,2-5,2-6,11-0
121,Seattle,0-1,1-2,1-3,2-5,5-6,11-1
122,Old Dominion,0-0,0-1,2-4,2-5,7-4,9-3
123,UMKC,0-3,0-4,2-1,2-5,1-5,7-10
124,Yale 13,0-1,0-2,2-3,2-5,9-1,8-2
125,Indiana St.,0-0,0-1,2-4,2-5,5-4,14-3
126,Belmont,0-0,1-1,1-4,2-5,7-5,11-1
127,Harvard,0-1,0-2,2-4,2-6,2-3,8-5
128,Charlotte,0-3,1-4,1-2,2-6,5-4,11-4
129,Ball St.,0-0,0-1,2-5,2-6,2-3,14-3
130,FIU,0-3,0-5,2-2,2-7,4-6,6-5
131,UT Arlington,0-0,0-3,2-4,2-7,4-11,2-3
132,Northern Illinois,0-1,0-3,2-4,2-7,0-7,10-4
133,UNC Wilmington,0-1,1-4,1-3,2-7,5-2,15-1
134,Davidson,0-1,0-3,2-4,2-7,6-7,7-2
135,Dayton,0-0,1-1,1-7,2-8,10-3,10-1
136,South Alabama,0-2,0-5,2-4,2-9,5-4,10-3
137,South Florida,0-3,1-5,1-4,2-9,4-6,8-3
138,Murray St.,1-0,1-2,1-7,2-9,3-4,11-2
139,Wichita St.,0-4,0-7,2-3,2-10,6-3,9-2
140,Notre Dame,0-3,0-6,2-5,2-11,2-8,7-2
141,BYU,1-6,1-7,1-4,2-11,8-3,7-1
142,Air Force,0-4,0-7,2-4,2-11,3-3,9-4
143,St. John's,1-7,1-11,1-3,2-14,6-1,10-0
144,Georgia Tech,0-2,0-8,2-6,2-14,3-3,8-1
145,Wyoming,0-5,1-7,1-8,2-15,2-6,4-1
146,SMU,1-4,1-8,1-8,2-16,2-5,6-1
147,Florida St.,1-3,2-7,0-10,2-17,1-4,6-2
148,LSU,0-7,1-11,1-6,2-17,3-1,9-1
149,Oregon St.,0-5,0-10,2-7,2-17,2-2,6-2
150,Mississippi,1-6,1-12,1-6,2-18,4-1,6-2
RK,TEAM,Q1-A,Q1,Q2,Q1&2,Q3,Q4
151,Texas A&M Commerce,0-1,0-1,1-0,1-1,3-7,8-12
152,High Point,0-0,0-0,1-1,1-1,0-8,11-8
153,Colgate 15,0-1,0-1,1-0,1-1,2-5,22-2
154,Furman 14,0-0,0-2,1-0,1-2,9-3,14-2
155,SIU Edwardsville,0-0,0-1,1-1,1-2,2-2,13-10
156,UNC Asheville 15,0-1,1-1,0-1,1-2,4-2,20-3
157,Wagner,0-0,0-0,1-2,1-2,0-1,12-10
158,Fort Wayne,0-0,0-2,1-1,1-3,2-7,12-5
159,UNC Greensboro,0-2,0-2,1-1,1-3,6-6,11-3
160,Florida Gulf Coast,0-2,1-3,0-0,1-3,6-7,9-5
161,Mercer,0-0,0-0,1-3,1-3,0-12,11-4
162,Navy,0-1,0-2,1-1,1-3,2-2,14-8
163,Northwestern St.,1-2,1-3,0-0,1-3,2-3,18-5
164,Quinnipiac,0-0,0-2,1-1,1-3,4-0,14-9
165,Rider,0-1,1-2,0-1,1-3,0-4,14-7
166,Eastern Illinois,1-1,1-2,0-1,1-3,1-2,5-17
167,Oral Roberts 12,0-3,0-4,1-0,1-4,6-0,19-0
168,Maryland Eastern Shore,0-2,0-3,1-1,1-4,1-5,12-4
169,Dartmouth,0-0,1-0,0-4,1-4,4-8,3-6
170,Central Michigan,0-1,1-2,0-2,1-4,0-9,7-8
171,St. Bonaventure,0-0,1-0,0-4,1-4,7-8,6-6
172,North Alabama,0-1,0-3,1-1,1-4,4-7,10-3
173,Jacksonville,0-1,1-2,0-2,1-4,2-8,7-4
174,Duquesne,0-1,0-1,1-3,1-4,8-6,11-2
175,UC San Diego,0-2,0-2,1-2,1-4,2-12,5-4
176,Prairie View A&M,0-1,0-4,1-0,1-4,0-3,10-12
177,Wofford,1-0,1-1,0-3,1-4,4-7,9-5
178,Samford,0-0,0-1,1-3,1-4,4-4,13-2
179,Queens,0-0,0-1,1-3,1-4,3-7,11-4
180,Lipscomb,0-0,0-2,1-2,1-4,5-4,11-5
181,Delaware,0-1,0-2,1-3,1-5,5-7,10-4
182,North Carolina A&T,0-3,0-3,1-2,1-5,1-8,8-6
183,Morgan St.,0-2,0-3,1-2,1-5,1-4,8-7
184,Louisiana Lafayette 13,0-1,0-2,1-3,1-5,10-1,12-1
185,Towson,0-0,0-2,1-3,1-5,5-3,15-4
186,Columbia,0-1,0-3,1-2,1-5,0-8,4-9
187,George Mason,0-1,0-2,1-3,1-5,9-5,10-3
188,Eastern Washington,0-0,0-1,1-4,1-5,6-3,14-2
189,Liberty,0-2,0-3,1-2,1-5,6-3,16-0
190,Northern Kentucky 16,0-1,0-2,1-3,1-5,5-4,14-3
191,Weber St.,1-0,1-0,0-5,1-5,4-8,11-2
192,Bryant,0-1,0-3,1-2,1-5,2-3,12-5
193,South Dakota,0-1,0-2,1-3,1-5,2-5,7-9
194,Hawaii,0-0,0-0,1-5,1-5,6-5,14-1
195,Chattanooga,0-0,0-1,1-4,1-5,3-9,11-3
196,Drexel,0-0,0-0,1-5,1-5,4-5,11-5
197,Vermont 15,0-1,0-3,1-3,1-6,5-3,16-1
198,Richmond,0-0,0-2,1-4,1-6,5-10,9-2
199,Appalachian St.,0-0,0-0,1-6,1-6,2-7,10-3
200,Cal Baptist,0-0,0-2,1-4,1-6,6-4,8-6
RK,TEAM,Q1-A,Q1,Q2,Q1&2,Q3,Q4
201,UT Rio Grande Valley,0-2,0-3,1-3,1-6,1-8,9-3
202,Eastern Kentucky,0-1,0-4,1-2,1-6,6-3,10-4
203,Alcorn St.,0-1,0-2,1-4,1-6,2-3,15-4
204,Northern Colorado,0-2,0-4,1-2,1-6,0-9,11-4
205,Pacific,0-2,0-2,1-5,1-7,7-6,6-4
206,Texas Southern 16,0-3,0-4,1-3,1-7,1-2,10-11
207,South Dakota St.,1-3,1-4,0-3,1-7,2-4,15-2
208,San Diego,0-3,0-5,1-2,1-7,3-8,5-5
209,Loyola Chicago,0-1,0-2,1-5,1-7,3-9,6-5
210,Long Beach St.,0-1,0-4,1-3,1-7,5-7,9-2
211,Akron,0-0,0-4,1-4,1-8,6-3,13-0
212,Western Kentucky,0-4,1-4,0-4,1-8,5-6,9-2
213,New Mexico St.,0-1,0-2,1-6,1-8,2-5,3-2
214,Penn,0-1,0-5,1-3,1-8,7-2,8-3
215,Valparaiso,0-0,0-2,1-6,1-8,0-8,9-5
216,Louisiana Monroe,0-2,0-2,1-7,1-9,2-6,5-6
217,Tarleton St.,0-1,0-4,1-5,1-9,6-5,6-2
218,Ohio,0-0,0-2,1-7,1-9,5-2,12-3
219,UTEP,0-4,0-5,1-4,1-9,2-7,9-2
220,Rice,1-3,1-4,0-5,1-9,5-3,9-3
221,Syracuse,0-3,0-7,1-5,1-12,8-1,8-2
222,Portland,0-4,0-7,1-5,1-12,3-6,8-1
223,Louisville,0-5,0-9,1-6,1-15,0-9,3-4
224,Georgetown,0-6,0-11,1-7,1-18,0-5,6-2
225,California,0-3,0-9,1-10,1-19,1-6,1-4
226,Youngstown St.,0-0,0-0,0-0,0-0,4-7,18-2
227,Fairleigh Dickinson 16,0-0,0-1,0-0,0-1,1-2,16-12
228,American,0-0,0-0,0-1,0-1,4-1,13-13
229,Southern Indiana,0-0,0-1,0-0,0-1,3-4,10-11
230,Campbell,0-0,0-1,0-0,0-1,5-9,9-8
231,Longwood,0-1,0-1,0-1,0-2,2-5,16-5
232,Lamar,0-1,0-1,0-1,0-2,0-4,6-16
233,St. Francis NY,0-1,0-1,0-1,0-2,0-3,12-11
234,Bucknell,0-1,0-1,0-1,0-2,0-5,11-13
235,Gardner Webb,0-0,0-1,0-1,0-2,2-8,11-6
236,Wright St.,0-0,0-0,0-2,0-2,4-8,12-5
237,Idaho,0-0,0-0,0-2,0-2,4-7,4-13
238,Army,0-0,0-0,0-2,0-2,1-4,14-10
239,Tennessee St.,0-0,0-0,0-2,0-2,1-2,13-10
240,Incarnate Word,0-1,0-1,0-1,0-2,1-4,8-13
241,Hartford,0-0,0-0,0-2,0-2,0-5,2-16
242,Sacred Heart,0-1,0-2,0-1,0-3,0-2,15-12
243,Radford,0-2,0-3,0-0,0-3,2-5,15-6
244,Milwaukee,0-2,0-2,0-1,0-3,7-3,11-5
245,Boston University,0-1,0-1,0-2,0-3,0-5,14-9
246,Holy Cross,0-1,0-1,0-2,0-3,1-2,7-17
247,East Tennessee St.,0-0,0-0,0-3,0-3,3-9,7-8
248,Southeast Missouri St. 16,0-1,0-3,0-0,0-3,2-4,15-9
249,USC Upstate,0-1,0-2,0-1,0-3,4-8,10-4
250,IUPUI,0-1,0-2,0-1,0-3,0-8,3-16
RK,TEAM,Q1-A,Q1,Q2,Q1&2,Q3,Q4
251,New Orleans,0-2,0-2,0-1,0-3,1-4,9-13
252,Presbyterian,0-0,0-1,0-2,0-3,0-9,3-15
253,Robert Morris,0-0,0-1,0-2,0-3,3-8,11-6
254,Texas A&M Corpus Chris 16,0-1,0-3,0-0,0-3,1-1,18-6
255,Houston Christian,0-1,0-3,0-0,0-3,0-4,7-15
256,Central Connecticut,0-1,0-1,0-2,0-3,0-3,10-16
257,Marist,0-0,0-1,0-2,0-3,1-5,12-12
258,Charleston Southern,0-0,0-1,0-2,0-3,1-9,7-9
259,Tennessee Martin,0-0,0-1,0-2,0-3,0-3,15-8
260,North Carolina Central,0-2,0-3,0-0,0-3,2-7,12-2
261,Alabama A&M,0-1,0-2,0-1,0-3,1-4,11-11
262,Bethune Cookman,0-3,0-3,0-0,0-3,0-3,10-14
263,UMass Lowell,0-1,0-1,0-2,0-3,5-0,19-5
264,VMI,0-0,0-0,0-3,0-3,0-12,4-10
265,Denver,0-2,0-2,0-1,0-3,0-6,13-8
266,Howard 16,0-1,0-3,0-0,0-3,4-6,15-3
267,Western Illinois,0-1,0-2,0-1,0-3,1-6,12-5
268,Iona 13,0-0,0-1,0-2,0-3,7-2,20-2
269,Elon,0-1,0-3,0-1,0-4,0-8,6-12
270,Tennessee Tech,0-1,0-1,0-3,0-4,0-4,13-9
271,Morehead St.,0-2,0-2,0-2,0-4,2-1,15-6
272,Bowling Green,0-0,0-1,0-3,0-4,2-9,7-7
273,Lindenwood,0-1,0-2,0-2,0-4,0-3,8-14
274,Little Rock,0-2,0-2,0-2,0-4,1-1,7-16
275,NJIT,0-0,0-1,0-3,0-4,0-7,6-12
276,Southeastern Louisiana,0-1,0-1,0-3,0-4,2-4,13-6
277,Saint Peter's,0-1,0-2,0-2,0-4,0-4,13-10
278,Arkansas St.,0-0,0-0,0-4,0-4,1-12,9-4
279,Manhattan,0-0,0-3,0-1,0-4,2-1,9-13
280,George Washington,0-0,0-0,0-4,0-4,5-9,10-3
281,Western Carolina,0-1,0-1,0-3,0-4,3-7,12-4
282,Loyola MD,0-0,0-2,0-2,0-4,0-3,11-13
283,Georgia St.,0-1,0-1,0-3,0-4,2-10,5-7
284,St. Francis PA,0-1,0-2,0-2,0-4,0-2,11-12
285,Norfolk St.,0-4,0-4,0-0,0-4,2-3,16-4
286,Stonehill,0-1,0-3,0-2,0-5,0-1,13-11
287,Mount St. Mary's,0-1,0-3,0-2,0-5,3-3,9-12
288,Cleveland St.,0-0,0-1,0-4,0-5,4-5,16-2
289,Fairfield,0-1,0-2,0-3,0-5,2-2,10-11
290,Canisius,0-0,0-2,0-3,0-5,1-5,8-10
291,Niagara,0-1,0-2,0-3,0-5,3-1,12-9
292,Delaware St.,0-1,0-4,0-1,0-5,0-7,5-10
293,LIU Brooklyn,0-2,0-2,0-3,0-5,0-2,1-19
294,Austin Peay,0-2,0-3,0-2,0-5,1-8,5-9
295,Lehigh,0-0,0-0,0-5,0-5,1-2,13-7
296,Florida A&M,0-3,0-5,0-0,0-5,0-4,5-13
297,Winthrop,0-1,0-2,0-3,0-5,4-6,9-6
298,New Hampshire,0-0,0-0,0-5,0-5,3-4,10-6
299,Cal St. Northridge,0-1,0-1,0-4,0-5,2-10,3-10
300,Portland St.,0-2,0-2,0-3,0-5,4-8,6-6
RK,TEAM,Q1-A,Q1,Q2,Q1&2,Q3,Q4
301,Stetson,0-0,0-4,0-1,0-5,6-7,9-1
302,North Dakota,0-3,0-4,0-1,0-5,2-7,9-8
303,UMBC,0-1,0-1,0-4,0-5,1-3,16-6
304,Merrimack,0-0,0-2,0-3,0-5,0-4,16-7
305,Sacramento St.,0-1,0-1,0-4,0-5,1-10,11-3
306,Coastal Carolina,0-0,0-1,0-4,0-5,3-7,5-8
307,South Carolina St.,0-1,0-2,0-3,0-5,2-9,2-12
308,Green Bay,0-0,0-0,0-5,0-5,1-10,2-14
309,Nicholls St.,0-2,0-4,0-2,0-6,0-3,12-6
310,Detroit,0-1,0-3,0-3,0-6,3-8,10-5
311,UC Davis,0-1,0-1,0-5,0-6,2-7,14-1
312,Stephen F. Austin,0-0,0-2,0-4,0-6,7-4,9-3
313,Central Arkansas,0-2,0-4,0-2,0-6,2-5,6-11
314,William & Mary,0-0,0-3,0-3,0-6,3-6,8-8
315,Illinois St.,0-0,0-2,0-4,0-6,4-6,7-9
316,Northeastern,0-0,0-2,0-4,0-6,1-7,9-7
317,Binghamton,0-1,0-1,0-5,0-6,2-5,9-7
318,Montana,0-2,0-2,0-4,0-6,4-6,12-2
319,Coppin St.,0-2,0-3,0-3,0-6,2-9,7-8
320,McNeese St.,0-4,0-4,0-2,0-6,1-4,9-13
321,La Salle,0-0,0-3,0-3,0-6,7-7,8-6
322,Idaho St.,0-0,0-0,0-6,0-6,3-6,6-9
323,Stony Brook,0-1,0-3,0-3,0-6,0-9,9-7
324,Arkansas Pine Bluff,0-2,0-5,0-1,0-6,0-3,6-12
325,Rhode Island,0-1,0-1,0-5,0-6,3-9,6-7
326,The Citadel,0-0,0-2,0-4,0-6,2-7,7-9
327,Southern,0-3,0-4,0-2,0-6,0-2,13-9
328,Albany,0-2,0-3,0-3,0-6,1-6,5-11
329,St. Thomas,0-2,0-3,0-3,0-6,3-3,14-5
330,Maine,0-0,0-1,0-6,0-7,2-5,9-5
331,Miami OH,0-0,0-2,0-5,0-7,1-6,8-7
332,Lafayette,0-1,0-2,0-5,0-7,2-6,9-10
333,Abilene Christian,0-2,0-4,0-3,0-7,4-9,5-1
334,Oakland,0-2,0-2,0-5,0-7,3-8,9-4
335,Brown,0-1,0-3,0-4,0-7,4-5,10-1
336,Cal St. Bakersfield,0-0,0-0,0-7,0-7,2-10,7-5
337,Eastern Michigan,0-1,0-3,0-4,0-7,3-5,4-11
338,Jackson St.,0-3,0-5,0-2,0-7,1-4,13-8
339,Georgia Southern,0-0,0-0,0-7,0-7,4-5,10-4
340,Jacksonville St.,0-1,0-3,0-4,0-7,2-5,8-6
341,Hampton,0-0,0-1,0-6,0-7,0-7,7-10
342,Alabama St.,0-1,0-4,0-3,0-7,0-4,7-12
343,Troy,0-2,0-2,0-5,0-7,6-5,11-1
344,Saint Joseph's,0-1,0-1,0-7,0-8,4-7,12-2
345,Northern Iowa,0-0,0-2,0-6,0-8,3-8,10-2
346,Chicago St.,0-2,0-4,0-4,0-8,0-7,7-5
347,Northern Arizona,0-2,0-4,0-4,0-8,5-7,5-8
348,Bellarmine,0-3,0-6,0-2,0-8,3-6,9-4
349,Evansville,0-0,0-2,0-6,0-8,0-10,5-9
350,North Florida,0-3,0-4,0-4,0-8,4-3,8-6
351,North Dakota St.,0-3,0-5,0-3,0-8,3-2,11-7
352,Western Michigan,0-1,0-2,0-6,0-8,1-4,4-11
353,Illinois Chicago,0-0,0-3,0-6,0-9,0-7,11-4
354,Cal Poly,0-0,0-0,0-9,0-9,2-9,4-7
355,Buffalo,0-3,0-4,0-5,0-9,4-5,9-3
356,Mississippi Valley St.,0-2,0-4,0-5,0-9,0-2,5-16
357,Nebraska Omaha,0-4,0-6,0-3,0-9,0-6,8-8
358,Utah Tech,0-3,0-4,0-5,0-9,5-7,6-3
359,Monmouth,0-2,0-2,0-8,0-10,0-8,7-8
360,UTSA,0-3,0-5,0-5,0-10,4-4,4-8
361,Louisiana Tech,0-3,0-6,0-5,0-11,2-7,10-0
362,Tulsa,0-2,0-6,0-6,0-12,1-9,4-4
363,Pepperdine,0-4,0-4,0-9,0-13,2-7,5-2
