,,,,,,,,,,,
TEAM,CONF,W-L,BPI,BPI RK,TREND,OFF,DEF,OVR W-L,CONF W-L,WIN CONF%,REM SOS RK
Pennsylvania Quakers,Ivy,12-16,-2.9,227,--,0.8,-3.8,12.0-16.0,9.0-5.0,<0.1%,-
Eastern Kentucky Colonels,ASUN,13-18,-2.9,228,1,-0.3,-2.6,13.0-18.0,5.0-11.0,<0.1%,-
Oregon State Beavers,Pac-12,3-28,-2.9,229,5,1.4,-4.4,3.0-28.0,1.0-19.0,<0.1%,-
La Salle Explorers,A 10,11-19,-3,230,1,-3,0,11.0-19.0,5.0-13.0,<0.1%,-
UT Arlington Mavericks,Sun Belt,11-18,-3,231,1,-3.2,0.2,11.0-18.0,7.0-10.0,<0.1%,-
Stony Brook Seawolves,Am. East,18-13,-3,232,4,1.1,-4.1,18.0-13.0,10.0-8.0,<0.1%,-
Mount St. Mary's Mountaineers,NEC,14-16,-3.1,233,--,-3.4,0.3,14.0-16.0,9.0-9.0,<0.1%,-
Rider Broncs,MAAC,14-19,-3.1,234,--,-2.5,-0.7,14.0-19.0,8.0-12.0,<0.1%,-
The Citadel Bulldogs,Southern,13-18,-3.3,235,--,0.1,-3.4,13.0-18.0,6.0-12.0,<0.1%,-
California Baptist Lancers,WAC,18-16,-3.3,236,1,-1.9,-1.4,18.0-16.0,7.0-11.0,<0.1%,-
Canisius Golden Griffins,MAAC,11-21,-3.3,237,1,-3.2,-0.1,11.0-21.0,7.0-13.0,<0.1%,-
Eastern Washington Eagles,Big Sky,18-16,-3.4,238,1,0.3,-3.7,18.0-16.0,11.0-9.0,<0.1%,-
Portland State Vikings,Big Sky,14-17,-3.4,239,4,-4.1,0.7,14.0-17.0,10.0-10.0,<0.1%,-
Loyola Marymount Lions,WCC,11-18,-3.5,240,1,1.2,-4.7,11.0-18.0,3.0-12.0,<0.1%,-
Miami (OH) Redhawks,MAC,14-18,-3.5,241,1,1.2,-4.7,14.0-18.0,8.0-12.0,<0.1%,-
North Carolina Central Eagles,MEAC,16-15,-3.5,242,4,-2.8,-0.8,16.0-15.0,8.0-5.0,<0.1%,-
Marshall Thundering Herd,C-USA,12-21,-3.5,243,1,-1.7,-1.8,12.0-21.0,4.0-14.0,<0.1%,-
Siena Saints,MAAC,15-14,-3.6,244,--,-3.1,-0.4,15.0-14.0,12.0-8.0,<0.1%,-
Texas A&M-Corpus Christi Islanders,Southland,23-12,-3.7,245,--,-2.6,-1,23.0-12.0,7.0-7.0,<0.1%,-
Manhattan Jaspers,MAAC,15-15,-3.8,246,1,-1.4,-2.5,15.0-15.0,8.0-12.0,<0.1%,-
Youngstown State Penguins,Horizon,19-15,-3.8,247,1,0.4,-4.3,19.0-15.0,12.0-9.0,<0.1%,-
Tarleton Texans,WAC,14-17,-3.9,248,1,-3.9,0,14.0-17.0,9.0-9.0,<0.1%,-
Montana Grizzlies,Big Sky,18-14,-3.9,249,3,-2.4,-1.6,18.0-14.0,11.0-9.0,<0.1%,-
UC Davis Aggies,Big West,13-11,-4,250,1,-4.1,0.2,13.0-11.0,5.0-6.0,<0.1%,-
Tennessee Tech Golden Eagles,OVC,11-21,-4,251,1,-1.2,-2.8,11.0-21.0,7.0-10.0,<0.1%,-
South Florida Bulls,American,8-23,-4.1,252,--,-7.5,3.4,8.0-23.0,3.0-15.0,<0.1%,-
Western Illinois Leathernecks,Summit,16-16,-4.2,253,3,-1.2,-3,16.0-16.0,7.0-11.0,<0.1%,-
Georgia Southern Eagles,Sun Belt,13-16,-4.2,254,--,-4.2,-0.1,13.0-16.0,5.0-11.0,<0.1%,-
North Florida Ospreys,ASUN,11-20,-4.2,255,2,-3.5,-0.7,11.0-20.0,7.0-9.0,<0.1%,-
Northern Colorado Bears,Big Sky,22-16,-4.3,256,1,2.4,-6.6,22.0-16.0,13.0-7.0,<0.1%,-
Harvard Crimson,Ivy,13-13,-4.3,257,4,-3.7,-0.6,13.0-13.0,5.0-9.0,<0.1%,-
New Mexico Lobos,Mountain West,13-19,-4.3,258,--,-0.7,-3.6,13.0-19.0,5.0-12.0,<0.1%,-
Bowling Green Falcons,MAC,13-18,-4.4,259,1,1,-5.3,13.0-18.0,6.0-14.0,<0.1%,-
Indiana State Sycamores,MVC,11-20,-4.4,260,1,-2.8,-1.6,11.0-20.0,4.0-14.0,<0.1%,-
Tennessee State Tigers,OVC,14-18,-4.6,261,2,-2.6,-1.9,14.0-18.0,8.0-10.0,<0.1%,-
Northeastern Huskies,CAA,9-22,-4.6,262,1,-3.1,-1.5,9.0-22.0,2.0-16.0,<0.1%,-
High Point Panthers,Big South,14-18,-4.6,263,1,-2.7,-1.9,14.0-18.0,7.0-9.0,<0.1%,-
Loyola Maryland Greyhounds,Patriot,14-16,-4.7,264,2,-4.6,-0.1,14.0-16.0,8.0-10.0,<0.1%,-
New Orleans Privateers,Southland,18-14,-4.7,265,1,-4,-0.8,18.0-14.0,10.0-4.0,<0.1%,-
North Alabama Lions,ASUN,9-21,-4.8,266,1,-5.8,1.1,9.0-21.0,2.0-14.0,<0.1%,-
South Carolina Upstate Spartans,Big South,15-17,-4.8,267,--,-0.8,-4,15.0-17.0,10.0-6.0,<0.1%,-
Hartford Hawks,Am. East,12-20,-4.9,268,--,-0.3,-4.6,12.0-20.0,9.0-9.0,<0.1%,-
Florida International Panthers,C-USA,15-17,-5,269,1,-2.8,-2.2,15.0-17.0,5.0-13.0,<0.1%,-
Presbyterian Blue Hose,Big South,12-20,-5,270,1,-4.8,-0.2,12.0-20.0,4.0-12.0,<0.1%,-
Elon Phoenix,CAA,10-22,-5,271,2,-2.2,-2.8,10.0-22.0,7.0-11.0,<0.1%,-
UIC Flames,Horizon,14-16,-5.2,272,1,-1.9,-3.3,14.0-16.0,9.0-10.0,<0.1%,-
Albany Great Danes,Am. East,13-18,-5.2,273,1,-6.6,1.3,13.0-18.0,9.0-9.0,<0.1%,-
Ball State Cardinals,MAC,14-17,-5.6,274,--,-1.1,-4.5,14.0-17.0,9.0-10.0,<0.1%,-
Binghamton Bearcats,Am. East,12-17,-5.6,275,--,-4.5,-1.1,12.0-17.0,8.0-10.0,<0.1%,-
SE Louisiana Lions,Southland,19-15,-5.7,276,--,0.1,-5.8,19.0-15.0,10.0-4.0,<0.1%,-
Duquesne Dukes,A 10,6-24,-5.8,277,--,-3,-2.8,6.0-24.0,1.0-16.0,<0.1%,-
UC San Diego Tritons,Big West,13-16,-5.8,278,1,-1.3,-4.5,13.0-16.0,---,-,-
Alcorn State Braves,SWAC,17-17,-5.8,279,1,-3.9,-1.9,17.0-17.0,14.0-4.0,>99.9%,-
Morgan State Bears,MEAC,13-15,-6.1,280,--,-5.2,-0.9,13.0-15.0,7.0-6.0,<0.1%,-
McNeese Cowboys,Southland,11-22,-6.1,281,--,-2.3,-3.8,11.0-22.0,4.0-10.0,<0.1%,-
UL Monroe Warhawks,Sun Belt,13-18,-6.1,282,--,-1,-5.1,13.0-18.0,5.0-13.0,<0.1%,-
Army Black Knights,Patriot,15-16,-6.2,283,--,-4.7,-1.5,15.0-16.0,9.0-9.0,<0.1%,-
Southeast Missouri State Redhawks,OVC,14-18,-6.2,284,1,-0.6,-5.6,14.0-18.0,8.0-9.0,<0.1%,-
SIU Edwardsville Cougars,OVC,11-21,-6.2,285,1,-5.5,-0.8,11.0-21.0,5.0-13.0,<0.1%,-
Jackson State Tigers,SWAC,11-19,-6.3,286,2,-6.8,0.6,11.0-19.0,9.0-9.0,<0.1%,-
Merrimack Warriors,NEC,14-16,-6.3,287,1,-6.1,-0.2,14.0-16.0,10.0-8.0,<0.1%,-
Lipscomb Bisons,ASUN,14-19,-6.4,288,1,-0.6,-5.8,14.0-19.0,6.0-10.0,<0.1%,-
Prairie View A&M Panthers,SWAC,8-19,-6.5,289,--,-3.5,-2.9,8.0-19.0,8.0-10.0,<0.1%,-
Cal State Bakersfield Roadrunners,Big West,8-19,-6.6,290,--,-4.1,-2.5,8.0-19.0,2.0-12.0,<0.1%,-
Pepperdine Waves,WCC,7-25,-6.7,291,--,-3.8,-2.9,7.0-25.0,1.0-15.0,<0.1%,-
Austin Peay Governors,OVC,12-17,-6.9,292,--,-4.4,-2.5,12.0-17.0,8.0-10.0,<0.1%,-
North Carolina A&T Aggies,Big South,12-20,-6.9,293,--,-4.2,-2.8,12.0-20.0,6.0-10.0,<0.1%,-
Utah Tech Trailblazers,WAC,13-18,-7,294,--,-4.9,-2.1,13.0-18.0,6.0-12.0,<0.1%,-
Radford Highlanders,Big South,11-18,-7.2,295,--,-5.5,-1.8,11.0-18.0,7.0-9.0,<0.1%,-
Western Carolina Catamounts,Southern,11-21,-7.3,296,--,-2.4,-4.9,11.0-21.0,5.0-13.0,<0.1%,-
Sacred Heart Pioneers,NEC,10-20,-7.4,297,1,-0.7,-6.7,10.0-20.0,6.0-12.0,<0.1%,-
St. Francis Brooklyn Terriers,NEC,10-20,-7.4,298,1,-4.3,-3.1,10.0-20.0,7.0-11.0,<0.1%,-
St. Thomas - Minnesota Tommies,Summit,10-20,-7.4,299,--,1.6,-9,10.0-20.0,4.0-14.0,<0.1%,-
Maryland-Eastern Shore Hawks,MEAC,11-16,-7.4,300,--,-7.9,0.4,11.0-16.0,6.0-8.0,<0.1%,-
Northern Illinois Huskies,MAC,9-21,-7.5,301,--,-6.7,-0.8,9.0-21.0,6.0-14.0,<0.1%,-
Robert Morris Colonials,Horizon,8-24,-7.6,302,1,-2,-5.6,8.0-24.0,5.0-16.0,<0.1%,-
UT Martin Skyhawks,OVC,8-22,-7.7,303,1,-5,-2.7,8.0-22.0,4.0-14.0,<0.1%,-
Pacific Tigers,WCC,8-22,-7.8,304,1,-5.6,-2.3,8.0-22.0,3.0-11.0,<0.1%,-
Coppin State Eagles,MEAC,9-23,-7.8,305,1,-6.6,-1.2,9.0-23.0,6.0-8.0,<0.1%,-
San José State Spartans,Mountain West,8-23,-7.9,306,--,-3.1,-4.8,8.0-23.0,1.0-17.0,<0.1%,-
South Carolina State Bulldogs,MEAC,15-16,-8.1,307,--,-6.6,-1.5,15.0-16.0,7.0-7.0,<0.1%,-
Stetson Hatters,ASUN,11-19,-8.2,308,--,-4,-4.2,11.0-19.0,5.0-11.0,<0.1%,-
Lehigh Mountain Hawks,Patriot,13-19,-8.2,309,--,-3.8,-4.5,13.0-19.0,10.0-8.0,<0.1%,-
St. Francis (PA) Red Flash,NEC,9-21,-8.4,310,--,-4.6,-3.8,9.0-21.0,5.0-13.0,<0.1%,-
Eastern Michigan Eagles,MAC,10-21,-8.7,311,--,-6,-2.7,10.0-21.0,5.0-15.0,<0.1%,-
Central Michigan Chippewas,MAC,7-23,-8.8,312,--,-4.6,-4.1,7.0-23.0,6.0-12.0,<0.1%,-
Grambling Tigers,SWAC,12-20,-9,313,1,-6.4,-2.6,12.0-20.0,9.0-9.0,<0.1%,-
UT Rio Grande Valley Vaqueros,WAC,8-23,-9.1,314,1,-3.4,-5.7,8.0-23.0,3.0-15.0,<0.1%,-
Sacramento State Hornets,Big Sky,11-18,-9.1,315,2,-5.1,-4,11.0-18.0,6.0-14.0,<0.1%,-
Florida A&M Rattlers,SWAC,13-17,-9.2,316,--,-5.9,-3.3,13.0-17.0,11.0-7.0,<0.1%,-
Hampton Pirates,Big South,9-19,-9.3,317,--,-7.9,-1.4,9.0-19.0,5.0-11.0,<0.1%,-
Central Arkansas Bears,ASUN,11-20,-9.5,318,--,-3.1,-6.4,11.0-20.0,7.0-9.0,<0.1%,-
Alabama State Hornets,SWAC,9-21,-9.6,319,2,-5.2,-4.3,9.0-21.0,8.0-10.0,<0.1%,-
Milwaukee Panthers,Horizon,10-22,-9.6,320,1,-6.5,-3.2,10.0-22.0,8.0-14.0,<0.1%,-
Cal Poly Mustangs,Big West,7-21,-9.7,321,1,-7.5,-2.1,7.0-21.0,2.0-12.0,<0.1%,-
UTSA Roadrunners,C-USA,10-22,-9.8,322,1,-6.1,-3.8,10.0-22.0,3.0-15.0,<0.1%,-
Lafayette Leopards,Patriot,10-20,-9.8,323,1,-3.3,-6.5,10.0-20.0,7.0-11.0,<0.1%,-
Houston Christian Huskies,Southland,11-18,-9.9,324,--,-4.5,-5.5,11.0-18.0,6.0-8.0,<0.1%,-
NJIT Highlanders,Am. East,11-18,-10,325,--,-7.7,-2.3,11.0-18.0,6.0-12.0,<0.1%,-
Northwestern State Demons,Southland,9-23,-10.1,326,--,-3.5,-6.6,9.0-23.0,5.0-9.0,<0.1%,-
Alabama A&M Bulldogs,SWAC,12-18,-10.1,327,--,-11,0.9,12.0-18.0,10.0-8.0,<0.1%,-
Air Force Falcons,Mountain West,11-18,-10.4,328,--,-6.5,-3.9,11.0-18.0,4.0-13.0,<0.1%,-
Bethune-Cookman Wildcats,SWAC,9-21,-10.6,329,1,-6.6,-4,9.0-21.0,7.0-11.0,<0.1%,-
Little Rock Trojans,Sun Belt,9-19,-10.7,330,1,-5,-5.7,9.0-19.0,3.0-11.0,<0.1%,-
American University Eagles,Patriot,10-22,-10.7,331,--,-5.7,-5.1,10.0-22.0,5.0-13.0,<0.1%,-
Denver Pioneers,Summit,11-21,-11,332,--,-4.6,-6.4,11.0-21.0,7.0-11.0,<0.1%,-
William & Mary Tribe,CAA,5-27,-11.1,333,--,-8.2,-2.9,5.0-27.0,4.0-14.0,<0.1%,-
Bucknell Bison,Patriot,9-23,-11.3,334,1,-2,-9.2,9.0-23.0,5.0-13.0,<0.1%,-
Green Bay Phoenix,Horizon,5-25,-11.3,335,1,-6.2,-5.1,5.0-25.0,4.0-16.0,<0.1%,-
Idaho Vandals,Big Sky,9-22,-11.4,336,--,-3.3,-8.1,9.0-22.0,6.0-14.0,<0.1%,-
Charleston Southern Buccaneers,Big South,6-25,-11.5,337,--,-5.8,-5.7,6.0-25.0,1.0-15.0,<0.1%,-
Southern Miss Golden Eagles,C-USA,7-26,-11.6,338,1,-6,-5.7,7.0-26.0,1.0-17.0,<0.1%,-
Evansville Purple Aces,MVC,6-24,-11.7,339,1,-7,-4.6,6.0-24.0,2.0-16.0,<0.1%,-
Fairleigh Dickinson Knights,NEC,4-22,-11.9,340,--,-4.8,-7.1,4.0-22.0,5.0-13.0,<0.1%,-
Cal State Northridge Matadors,Big West,7-23,-12,341,1,-6.7,-5.2,7.0-23.0,3.0-13.0,<0.1%,-
Central Connecticut Blue Devils,NEC,8-24,-12,342,1,-7.3,-4.6,8.0-24.0,5.0-13.0,<0.1%,-
Holy Cross Crusaders,Patriot,9-22,-12,343,--,-6.9,-5.1,9.0-22.0,7.0-11.0,<0.1%,-
Northern Arizona Lumberjacks,Big Sky,9-23,-12.4,344,--,-5.7,-6.7,9.0-23.0,5.0-15.0,<0.1%,-
Western Michigan Broncos,MAC,8-23,-12.4,345,--,-5.8,-6.6,8.0-23.0,4.0-16.0,<0.1%,-
Idaho State Bengals,Big Sky,7-23,-12.5,346,--,-6.3,-6.2,7.0-23.0,5.0-15.0,<0.1%,-
Maine Black Bears,Am. East,6-23,-12.9,347,--,-7.4,-5.5,6.0-23.0,3.0-15.0,<0.1%,-
North Dakota Fighting Hawks,Summit,6-25,-13,348,--,-3.8,-9.2,6.0-25.0,2.0-16.0,<0.1%,-
Chicago State Cougars,WAC,7-25,-13.3,349,--,-5.8,-7.5,7.0-25.0,3.0-15.0,<0.1%,-
Lamar Cardinals,WAC,2-27,-13.6,350,--,-8,-5.6,2.0-27.0,0.0-18.0,<0.1%,-
Omaha Mavericks,Summit,5-25,-13.8,351,--,-4.8,-9,5.0-25.0,4.0-14.0,<0.1%,-
Incarnate Word Cardinals,Southland,7-25,-14,352,--,-5.1,-9,7.0-25.0,3.0-11.0,<0.1%,-
Columbia Lions,Ivy,4-22,-14.1,353,--,-7,-7.1,4.0-22.0,1.0-13.0,<0.1%,-
Arkansas-Pine Bluff Golden Lions,SWAC,7-24,-14.8,354,--,-5.3,-9.4,7.0-24.0,5.0-13.0,<0.1%,-
Delaware State Hornets,MEAC,2-26,-15.2,355,--,-10.7,-4.4,2.0-26.0,0.0-14.0,<0.1%,-
Eastern Illinois Panthers,OVC,5-26,-17.2,356,--,-12.2,-4.9,5.0-26.0,3.0-15.0,<0.1%,-
Mississippi Valley State Delta Devils,SWAC,2-26,-17.5,357,--,-8.1,-9.4,2.0-26.0,2.0-16.0,<0.1%,-
IUPUI Jaguars,Horizon,3-26,-19.8,358,--,-15.1,-4.7,3.0-26.0,1.0-16.0,<0.1%,-
,POWER INDEX,,,,,PROJECTIONS,,,,,
